position_id,fen,piece_placement,side_to_move,castling_rights,en_passant,halfmove_clock,fullmove_number,ply_number,total_pieces,white_pieces,black_pieces,phase
board_000094,r1bq1bnr/p1pp1ppp/n3k3/1p2pN2/8/2N1P3/PPPP1PPP/R1BQKB1R w KQ - 0 6,r1bq1bnr/p1pp1ppp/n3k3/1p2pN2/8/2N1P3/PPPP1PPP/R1BQKB1R,white,KQ,-,0,6,10,32,16,16,dense
board_000095,r1bqk2r/pppp2p1/7p/3Qpp2/PP1PP1nb/2P2P2/n4NPP/RNB1KB1R b KQkq - 0 12,r1bqk2r/pppp2p1/7p/3Qpp2/PP1PP1nb/2P2P2/n4NPP/RNB1KB1R,black,KQkq,-,0,12,23,32,16,16,dense
board_000096,rnbqkbn1/ppppp1pr/8/7p/4Pp2/1P3N2/PBPP1PPP/RN1QKB1R b KQq e3 0 6,rnbqkbn1/ppppp1pr/8/7p/4Pp2/1P3N2/PBPP1PPP/RN1QKB1R,black,KQq,e3,0,6,11,32,16,16,dense
board_000097,rn1q1bnr/pbpkpp1p/1p1p4/8/6pP/PP1P2PR/2PNPPB1/R1BQK1N1 b Q - 4 9,rn1q1bnr/pbpkpp1p/1p1p4/8/6pP/PP1P2PR/2PNPPB1/R1BQK1N1,black,Q,-,4,9,17,32,16,16,dense
board_000098,rnbqk1nr/2ppp3/p4pp1/1p4bp/1P6/NQP1PP1N/P2PB1PP/1RB1K2R b Kkq - 3 9,rnbqk1nr/2ppp3/p4pp1/1p4bp/1P6/NQP1PP1N/P2PB1PP/1RB1K2R,black,Kkq,-,3,9,17,32,16,16,dense
board_000099,r1bq1bnr/2p1pkpp/2n5/pp1p4/4PpP1/P4P2/1PPPN2P/RNBQKB1R w KQ - 0 8,r1bq1bnr/2p1pkpp/2n5/pp1p4/4PpP1/P4P2/1PPPN2P/RNBQKB1R,white,KQ,-,0,8,14,32,16,16,dense
board_000100,r2qkbnr/p1ppp1p1/2b5/np3pPp/8/PPP4N/1Q1PPP1P/RNB1KB1R w KQkq - 1 9,r2qkbnr/p1ppp1p1/2b5/np3pPp/8/PPP4N/1Q1PPP1P/RNB1KB1R,white,KQkq,-,1,9,16,32,16,16,dense
board_000101,rnq1kbnr/p5p1/5p2/1p1pp2p/P1pPP2P/1P3Q1b/1BP2PPR/RN2KBN1 w Qkq - 0 13,rnq1kbnr/p5p1/5p2/1p1pp2p/P1pPP2P/1P3Q1b/1BP2PPR/RN2KBN1,white,Qkq,-,0,13,24,32,16,16,dense
board_000102,rnbqkbnr/p1pppppp/1p6/8/1PPP4/4B3/P3PPPP/RN1QKBNR b KQkq - 0 4,rnbqkbnr/p1pppppp/1p6/8/1PPP4/4B3/P3PPPP/RN1QKBNR,black,KQkq,-,0,4,7,32,16,16,dense
board_000103,1rb1kbnr/pp1q2pp/n1p5/1QPppp2/3P4/2N1BP2/PP1KP1PP/4RBNR w k - 4 12,1rb1kbnr/pp1q2pp/n1p5/1QPppp2/3P4/2N1BP2/PP1KP1PP/4RBNR,white,k,-,4,12,22,32,16,16,dense
board_000104,rn1qk1nr/p1p1ppbp/1p1p2p1/8/1P2P1b1/3P1PP1/P1PQ3P/RNB1KBNR w KQkq - 2 7,rn1qk1nr/p1p1ppbp/1p1p2p1/8/1P2P1b1/3P1PP1/P1PQ3P/RNB1KBNR,white,KQkq,-,2,7,12,32,16,16,dense
board_000105,r1bqkbnr/pppn1ppp/B2p4/4p3/8/N3PN2/PPPP1PPP/R1BQK2R b KQkq - 1 4,r1bqkbnr/pppn1ppp/B2p4/4p3/8/N3PN2/PPPP1PPP/R1BQK2R,black,KQkq,-,1,4,7,32,16,16,dense
board_000106,r2qkbnr/ppp1pp2/3pb1p1/P6p/3n3P/2R5/1PPPPPPR/1NBQKBN1 b kq - 0 9,r2qkbnr/ppp1pp2/3pb1p1/P6p/3n3P/2R5/1PPPPPPR/1NBQKBN1,black,kq,-,0,9,17,32,16,16,dense
board_000107,r1bq1b1r/pp2kppp/n1ppp2n/8/1P2P3/N2P1N2/PBP2PPP/R2QKB1R w KQ - 0 9,r1bq1b1r/pp2kppp/n1ppp2n/8/1P2P3/N2P1N2/PBP2PPP/R2QKB1R,white,KQ,-,0,9,16,32,16,16,dense
board_000108,rnb1k2r/1pp2pp1/p4n1p/3pp1q1/5PP1/bP5P/1BPPP3/RN1QKBNR b KQkq - 1 8,rnb1k2r/1pp2pp1/p4n1p/3pp1q1/5PP1/bP5P/1BPPP3/RN1QKBNR,black,KQkq,-,1,8,15,31,15,16,dense
board_000109,rnbqkb1r/1pp1pppp/3p4/p7/N5n1/3PB3/PPP1PPPP/1R1QKBNR b Kkq - 1 5,rnbqkb1r/1pp1pppp/3p4/p7/N5n1/3PB3/PPP1PPPP/1R1QKBNR,black,Kkq,-,1,5,9,32,16,16,dense
board_000110,r1bqkbnr/p1ppp1pp/1pn2p2/8/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq - 0 4,r1bqkbnr/p1ppp1pp/1pn2p2/8/5P2/6PN/PPPPP2P/RNBQKB1R,black,KQkq,-,0,4,7,32,16,16,dense
board_000111,rnb1kb1r/q2pp1pp/ppp4n/1B3p2/1P2P3/2B3P1/P1PPQP1P/RN2K1NR w KQkq - 6 9,rnb1kb1r/q2pp1pp/ppp4n/1B3p2/1P2P3/2B3P1/P1PPQP1P/RN2K1NR,white,KQkq,-,6,9,16,32,16,16,dense
board_000112,r1bqkbnr/1ppppp1p/2n3p1/p7/7P/P2P4/1PP1PPP1/RNBQKBNR w KQkq - 1 4,r1bqkbnr/1ppppp1p/2n3p1/p7/7P/P2P4/1PP1PPP1/RNBQKBNR,white,KQkq,-,1,4,6,32,16,16,dense
board_000113,r2qkbnr/pbpppppp/np6/8/5P2/PP1P4/2P1P1PP/RNBQKBNR b KQkq - 0 4,r2qkbnr/pbpppppp/np6/8/5P2/PP1P4/2P1P1PP/RNBQKBNR,black,KQkq,-,0,4,7,32,16,16,dense
board_000114,r1bqkbnr/pppnpp1p/3p4/6p1/8/P1N2P2/RPPPP1PP/2BQKBNR b Kkq - 2 4,r1bqkbnr/pppnpp1p/3p4/6p1/8/P1N2P2/RPPPP1PP/2BQKBNR,black,Kkq,-,2,4,7,32,16,16,dense
board_000115,r2q1bnr/p1pkpp2/b6p/1p1P2p1/QnNP2P1/2P5/PP1K1P1P/R1B2BNR w - - 4 12,r2q1bnr/p1pkpp2/b6p/1p1P2p1/QnNP2P1/2P5/PP1K1P1P/R1B2BNR,white,-,-,4,12,22,31,16,15,dense
board_000116,r1b1k2r/p1p1p1b1/n1q2npp/P2p1p2/Rp2PQPP/1P1P1P2/2P5/1NB1KBNR b Kkq - 0 12,r1b1k2r/p1p1p1b1/n1q2npp/P2p1p2/Rp2PQPP/1P1P1P2/2P5/1NB1KBNR,black,Kkq,-,0,12,23,32,16,16,dense
board_000117,r1bqk2r/ppppn1b1/2n2ppp/4p3/3PPP2/7P/PPP1QKP1/RNB2BNR w kq - 3 8,r1bqk2r/ppppn1b1/2n2ppp/4p3/3PPP2/7P/PPP1QKP1/RNB2BNR,white,kq,-,3,8,14,32,16,16,dense
board_000118,rnb1kbr1/3qppp1/3p1n1p/ppp2P2/3PP1P1/Q4N2/PPP4P/RNB1KB1R w KQq - 1 9,rnb1kbr1/3qppp1/3p1n1p/ppp2P2/3PP1P1/Q4N2/PPP4P/RNB1KB1R,white,KQq,-,1,9,16,32,16,16,dense
board_000119,rnb2bkr/p2p3p/q1p5/1p2pppQ/1PP2Pn1/P2PP2P/3KN1P1/RNB2B1R w - - 0 13,rnb2bkr/p2p3p/q1p5/1p2pppQ/1PP2Pn1/P2PP2P/3KN1P1/RNB2B1R,white,-,-,0,13,24,32,16,16,dense
board_000120,rnbqkbnr/pp1pp1p1/2p4p/5p2/3P1B2/2P5/PP2PPPP/RN1QKBNR w KQkq - 0 6,rnbqkbnr/pp1pp1p1/2p4p/5p2/3P1B2/2P5/PP2PPPP/RN1QKBNR,white,KQkq,-,0,6,10,32,16,16,dense
board_000121,rqb2b1r/p2pkpp1/np6/1Pp1p1p1/6n1/5N1B/PBPPPP1P/1R1QK2R w K - 1 13,rqb2b1r/p2pkpp1/np6/1Pp1p1p1/6n1/5N1B/PBPPPP1P/1R1QK2R,white,K,-,1,13,24,30,14,16,dense
board_000122,rnb1kbnr/ppqpppp1/2p5/4Q3/3P1P2/4P3/PPP3PP/RNBK1BNR b kq - 4 6,rnb1kbnr/ppqpppp1/2p5/4Q3/3P1P2/4P3/PPP3PP/RNBK1BNR,black,kq,-,4,6,11,31,16,15,dense
board_000123,rnbqkbnr/1pppp3/8/p4pp1/4P2p/1PNP3P/P1P2PP1/R1BQKBNR w KQkq - 0 6,rnbqkbnr/1pppp3/8/p4pp1/4P2p/1PNP3P/P1P2PP1/R1BQKBNR,white,KQkq,-,0,6,10,32,16,16,dense
board_000124,rn1qkbnr/pb1pp1pp/1p6/2p2p2/3P4/BP5P/P1P1PPP1/RN1QKBNR w KQkq - 1 5,rn1qkbnr/pb1pp1pp/1p6/2p2p2/3P4/BP5P/P1P1PPP1/RN1QKBNR,white,KQkq,-,1,5,8,32,16,16,dense
board_000125,r1bqkbnr/p2pp3/1p3pp1/2p5/8/P1N1PP2/1PPPn1PP/R1BK1BNR b kq - 1 12,r1bqkbnr/p2pp3/1p3pp1/2p5/8/P1N1PP2/1PPPn1PP/R1BK1BNR,black,kq,-,1,12,23,30,15,15,dense
board_000126,rnbqkbr1/pppppp1p/5n2/2P3p1/1P5P/8/P2PPPP1/RNBQKBNR b KQq - 0 4,rnbqkbr1/pppppp1p/5n2/2P3p1/1P5P/8/P2PPPP1/RNBQKBNR,black,KQq,-,0,4,7,32,16,16,dense
board_000127,rnbqk2r/4ppb1/5n2/pppp2p1/PP5p/B3PB1P/2PP1PP1/RN1Q1KNR b kq - 1 10,rnbqk2r/4ppb1/5n2/pppp2p1/PP5p/B3PB1P/2PP1PP1/RN1Q1KNR,black,kq,-,1,10,19,32,16,16,dense
board_000128,r1b1k1nr/p1pp2pp/1pnBp3/5p2/4P2P/P2P1Nq1/1PPNBPP1/R2QK2R b KQkq - 2 12,r1b1k1nr/p1pp2pp/1pnBp3/5p2/4P2P/P2P1Nq1/1PPNBPP1/R2QK2R,black,KQkq,-,2,12,23,31,16,15,dense
board_000129,rnbqkbnr/1p2pppp/3p4/p1p5/5P2/P7/1PPPP1PP/RNBQKBNR b KQkq - 0 4,rnbqkbnr/1p2pppp/3p4/p1p5/5P2/P7/1PPPP1PP/RNBQKBNR,black,KQkq,-,0,4,7,32,16,16,dense
board_000130,rn2kbnr/pp2p1pp/3p1p2/2p5/P3P1bP/R1q3P1/1PPP1P1R/1NBQKBN1 w kq - 5 9,rn2kbnr/pp2p1pp/3p1p2/2p5/P3P1bP/R1q3P1/1PPP1P1R/1NBQKBN1,white,kq,-,5,9,16,32,16,16,dense
board_000131,r1b1kbnr/p1pqp3/1p3pp1/3p3p/2BPPPPP/Pn6/1PP5/RNBQK1NR w KQkq - 0 12,r1b1kbnr/p1pqp3/1p3pp1/3p3p/2BPPPPP/Pn6/1PP5/RNBQK1NR,white,KQkq,-,0,12,22,32,16,16,dense
board_000132,rnbqk1nr/pp1p1p1p/2p1p3/6p1/1b2P3/1P1N1P2/P1PP2PP/RNBQKB1R w KQkq - 1 7,rnbqk1nr/pp1p1p1p/2p1p3/6p1/1b2P3/1P1N1P2/P1PP2PP/RNBQKB1R,white,KQkq,-,1,7,12,32,16,16,dense
board_000133,r1bqkbnr/pp1ppp1p/n7/2p3p1/4P3/P6P/1PPP1PP1/RNBQKBNR w KQkq - 0 4,r1bqkbnr/pp1ppp1p/n7/2p3p1/4P3/P6P/1PPP1PP1/RNBQKBNR,white,KQkq,-,0,4,6,32,16,16,dense
board_000134,rnb1kbnr/1pppqp2/p3p2p/6pQ/6P1/1P1BP3/P1PP1P1P/RNB1K1NR w KQkq - 0 7,rnb1kbnr/1pppqp2/p3p2p/6pQ/6P1/1P1BP3/P1PP1P1P/RNB1K1NR,white,KQkq,-,0,7,12,32,16,16,dense
board_000135,rnb1kbnr/p1p1q2p/3ppp2/1p4p1/1P4P1/2N4B/PBPPPP1P/R2Q1KNR w kq - 0 9,rnb1kbnr/p1p1q2p/3ppp2/1p4p1/1P4P1/2N4B/PBPPPP1P/R2Q1KNR,white,kq,-,0,9,16,32,16,16,dense
board_000136,rn2kb1r/p1p1pppp/4bn2/1p1p1q2/P1NPP3/5PPP/1PP5/R1BQKBNR w KQkq - 0 9,rn2kb1r/p1p1pppp/4bn2/1p1p1q2/P1NPP3/5PPP/1PP5/R1BQKBNR,white,KQkq,-,0,9,16,32,16,16,dense
board_000137,rn1qkb1r/ppp1pppp/3p3n/5b2/4PP2/2P5/PP1PQ1PP/RNB1KBNR b KQkq - 2 4,rn1qkb1r/ppp1pppp/3p3n/5b2/4PP2/2P5/PP1PQ1PP/RNB1KBNR,black,KQkq,-,2,4,7,32,16,16,dense
board_000138,r1bqkbn1/2pp3r/p1n2pp1/1p2p1Np/1PP5/N5QP/P2PPPP1/R1B1KB1R b KQq - 1 9,r1bqkbn1/2pp3r/p1n2pp1/1p2p1Np/1PP5/N5QP/P2PPPP1/R1B1KB1R,black,KQq,-,1,9,17,32,16,16,dense
board_000139,rnbqkbnr/p1p1pp2/6pp/1p1p4/2P5/NP3N2/P2PPPPP/R1BQKB1R b KQkq - 1 5,rnbqkbnr/p1p1pp2/6pp/1p1p4/2P5/NP3N2/P2PPPPP/R1BQKB1R,black,KQkq,-,1,5,9,32,16,16,dense
board_000140,rnbq1bn1/pp1kp1pr/5p1p/2pp4/P6P/1PP2N2/3PPPP1/RNBQKB1R b K - 3 7,rnbq1bn1/pp1kp1pr/5p1p/2pp4/P6P/1PP2N2/3PPPP1/RNBQKB1R,black,K,-,3,7,13,32,16,16,dense
board_000141,r3kbn1/1ppnpp1r/6p1/p1qp3p/P2PP1b1/1P3Q1P/2PBKP2/RN3BNR b q - 2 11,r3kbn1/1ppnpp1r/6p1/p1qp3p/P2PP1b1/1P3Q1P/2PBKP2/RN3BNR,black,q,-,2,11,21,31,15,16,dense
board_000142,r1bqkbnr/ppppp2p/2n3p1/1B3p2/3P1P1P/4P3/PPP3P1/RNBQK1NR w KQkq - 1 6,r1bqkbnr/ppppp2p/2n3p1/1B3p2/3P1P1P/4P3/PPP3P1/RNBQK1NR,white,KQkq,-,1,6,10,32,16,16,dense
board_000143,rnbqk2r/pp1pp1bp/2p2n2/5pp1/4P3/N5N1/PPPP1PPP/1RBQKB1R w Kkq - 0 6,rnbqk2r/pp1pp1bp/2p2n2/5pp1/4P3/N5N1/PPPP1PPP/1RBQKB1R,white,Kkq,-,0,6,10,32,16,16,dense
board_000144,rnb2bnr/pp1pqkp1/2p2p2/7p/PP2pN2/N1B2P2/2PPP1PP/R2QKB1R w KQ - 0 10,rnb2bnr/pp1pqkp1/2p2p2/7p/PP2pN2/N1B2P2/2PPP1PP/R2QKB1R,white,KQ,-,0,10,18,32,16,16,dense
board_000145,r1bqkb1r/ppppp1pp/n4p2/1N6/5P2/6K1/PPPPPnPP/R1BQ1BNR w kq - 8 6,r1bqkb1r/ppppp1pp/n4p2/1N6/5P2/6K1/PPPPPnPP/R1BQ1BNR,white,kq,-,8,6,10,32,16,16,dense
board_000146,r1b1k1r1/pp1pp1b1/nqp2p2/6pp/2P1n2P/1P1BPN2/P2P1PP1/RNBQK2R b Qq - 7 12,r1b1k1r1/pp1pp1b1/nqp2p2/6pp/2P1n2P/1P1BPN2/P2P1PP1/RNBQK2R,black,Qq,-,7,12,23,32,16,16,dense
board_000147,r1bqkb1r/p1p1pppp/2np3n/1p6/2B5/P3P1P1/1PPP1P1P/RNBQK1NR w KQkq - 3 5,r1bqkb1r/p1p1pppp/2np3n/1p6/2B5/P3P1P1/1PPP1P1P/RNBQK1NR,white,KQkq,-,3,5,8,32,16,16,dense
board_000148,rnb3nr/qp1pkp2/6p1/p1p1p2p/1bBPP1P1/2P1BP2/PPQ4P/RN2K1NR w KQ - 3 10,rnb3nr/qp1pkp2/6p1/p1p1p2p/1bBPP1P1/2P1BP2/PPQ4P/RN2K1NR,white,KQ,-,3,10,18,32,16,16,dense
board_000149,rn2qbnr/2pb2pp/3k4/pp1pp3/QP2Pp2/P1P2K2/3PNPPP/RNB2B1R w - - 5 13,rn2qbnr/2pb2pp/3k4/pp1pp3/QP2Pp2/P1P2K2/3PNPPP/RNB2B1R,white,-,-,5,13,24,32,16,16,dense
board_000150,rnb1kb1r/pp1p3p/1q2p3/2p2pp1/P2PP1n1/N3BN2/1PP1QPPP/R3KB1R b Kkq - 3 10,rnb1kb1r/pp1p3p/1q2p3/2p2pp1/P2PP1n1/N3BN2/1PP1QPPP/R3KB1R,black,Kkq,-,3,10,19,32,16,16,dense
board_000151,rnbqkbnr/1pppp1p1/8/p4p1p/P6P/7N/1PPPPPP1/RNBQKB1R b KQkq - 1 4,rnbqkbnr/1pppp1p1/8/p4p1p/P6P/7N/1PPPPPP1/RNBQKB1R,black,KQkq,-,1,4,7,32,16,16,dense
board_000152,rnbqkbnr/2pp1ppp/p3p3/1p6/8/N1PPB2P/PP2PPP1/R2QKBNR b KQkq - 1 5,rnbqkbnr/2pp1ppp/p3p3/1p6/8/N1PPB2P/PP2PPP1/R2QKBNR,black,KQkq,-,1,5,9,32,16,16,dense
board_000153,rn1k1br1/1ppbpppn/3p4/pP3qPp/4N3/3P1P2/P1P1P1BP/R1BQK1NR w - - 3 12,rn1k1br1/1ppbpppn/3p4/pP3qPp/4N3/3P1P2/P1P1P1BP/R1BQK1NR,white,-,-,3,12,22,32,16,16,dense
board_000154,rnbqk1nr/p1ppp2p/1p4pb/1P5Q/5p2/4P2P/P1PPKPP1/RNB2BNR b kq - 0 6,rnbqk1nr/p1ppp2p/1p4pb/1P5Q/5p2/4P2P/P1PPKPP1/RNB2BNR,black,kq,-,0,6,11,32,16,16,dense
board_000155,r2qkbn1/1pp1pp1B/p6r/3p1bNp/3n2pP/1P2P3/P1PPQPP1/RNB1K1R1 w Qq - 1 10,r2qkbn1/1pp1pp1B/p6r/3p1bNp/3n2pP/1P2P3/P1PPQPP1/RNB1K1R1,white,Qq,-,1,10,18,32,16,16,dense
board_000156,rnbqkb1r/1ppppnp1/8/p6p/4Pp2/PPP2N1B/3P1PPP/RNBQK2R w KQkq - 0 9,rnbqkb1r/1ppppnp1/8/p6p/4Pp2/PPP2N1B/3P1PPP/RNBQK2R,white,KQkq,-,0,9,16,32,16,16,dense
board_000157,rn2k1nr/1b1pq1p1/pb2pp1p/1pp5/3P1P1P/N3PNP1/PPPBK3/R2Q1B1R w kq - 6 12,rn2k1nr/1b1pq1p1/pb2pp1p/1pp5/3P1P1P/N3PNP1/PPPBK3/R2Q1B1R,white,kq,-,6,12,22,32,16,16,dense
board_000158,r2q2nr/1bBkpp1p/ppp4b/2np2p1/3P4/N3PN1P/PPPK1PP1/R2Q1B1R b - - 1 11,r2q2nr/1bBkpp1p/ppp4b/2np2p1/3P4/N3PN1P/PPPK1PP1/R2Q1B1R,black,-,-,1,11,21,32,16,16,dense
board_000159,rn2k1nr/2pp1pp1/b6p/ppbq4/1PP1p2P/5NPR/PB1PPP2/RNQ1KB2 w Qkq - 2 11,rn2k1nr/2pp1pp1/b6p/ppbq4/1PP1p2P/5NPR/PB1PPP2/RNQ1KB2,white,Qkq,-,2,11,20,32,16,16,dense
board_000160,rnb1kbnr/pp3pp1/2p1p2p/qB1p2P1/4P3/8/PPPPNP1P/RNBQK2R w KQkq - 2 6,rnb1kbnr/pp3pp1/2p1p2p/qB1p2P1/4P3/8/PPPPNP1P/RNBQK2R,white,KQkq,-,2,6,10,32,16,16,dense
board_000161,rnb1kbnr/1p3p2/8/pPppp1qp/P5Pp/R1B5/2PPPP2/1N1QKBNR w K - 0 12,rnb1kbnr/1p3p2/8/pPppp1qp/P5Pp/R1B5/2PPPP2/1N1QKBNR,white,K,-,0,12,22,31,15,16,dense
board_000162,rnbqkbnr/pp2p2p/3p4/2p2pp1/8/1QP1P3/PP1PKPPP/RNB2BNR w kq - 0 5,rnbqkbnr/pp2p2p/3p4/2p2pp1/8/1QP1P3/PP1PKPPP/RNB2BNR,white,kq,-,0,5,8,32,16,16,dense
board_000163,rn1qkbnr/pp2pp1p/2pp2p1/8/5PbP/8/PPPPPKPR/RNBQ1BN1 w kq - 2 5,rn1qkbnr/pp2pp1p/2pp2p1/8/5PbP/8/PPPPPKPR/RNBQ1BN1,white,kq,-,2,5,8,32,16,16,dense
board_000164,rnbqkb1r/1pp3pp/5p1n/p2pp3/5P1P/2P1P3/PPNP2P1/R1BQKBNR w KQkq - 0 7,rnbqkb1r/1pp3pp/5p1n/p2pp3/5P1P/2P1P3/PPNP2P1/R1BQKBNR,white,KQkq,-,0,7,12,32,16,16,dense
board_000165,r1bqkb1r/pp1ppppp/2n4n/2p5/P7/2N3P1/1PPPPP1P/R1BQKBNR w KQkq - 1 4,r1bqkb1r/pp1ppppp/2n4n/2p5/P7/2N3P1/1PPPPP1P/R1BQKBNR,white,KQkq,-,1,4,6,32,16,16,dense
board_000166,r1bqkb1r/p2ppp1p/1pn2np1/2p5/2PP4/2K4P/PP2PPP1/RNBQ1BNR w kq - 1 6,r1bqkb1r/p2ppp1p/1pn2np1/2p5/2PP4/2K4P/PP2PPP1/RNBQ1BNR,white,kq,-,1,6,10,32,16,16,dense
board_000167,r1bqkb1r/pppp1p2/2n2n1p/4p1pN/4QP2/4P2P/PPPP2P1/RNB1KB1R b KQkq - 0 8,r1bqkb1r/pppp1p2/2n2n1p/4p1pN/4QP2/4P2P/PPPP2P1/RNB1KB1R,black,KQkq,-,0,8,15,32,16,16,dense
board_000168,rnb1k1r1/p1p2ppp/1p1qpnP1/3p4/Pb5P/R1N2N2/1PPPPP2/2BQKBR1 b q - 0 11,rnb1k1r1/p1p2ppp/1p1qpnP1/3p4/Pb5P/R1N2N2/1PPPPP2/2BQKBR1,black,q,-,0,11,21,32,16,16,dense
board_000169,r2qkb1r/1bpppppp/1p3n2/p3N3/3nN1P1/7P/PPPPPP2/R1BQKB1R w KQkq - 1 7,r2qkb1r/1bpppppp/1p3n2/p3N3/3nN1P1/7P/PPPPPP2/R1BQKB1R,white,KQkq,-,1,7,12,32,16,16,dense
board_000170,rnbqk2r/p2ppp1p/2p2n1b/1p3P2/2P1P3/2N3p1/PPQP2PP/R1B1KBNR b KQkq - 3 8,rnbqk2r/p2ppp1p/2p2n1b/1p3P2/2P1P3/2N3p1/PPQP2PP/R1B1KBNR,black,KQkq,-,3,8,15,32,16,16,dense
board_000171,rnb1kbnr/1p1p1ppp/8/p1p1p1q1/P7/BP3P2/2PPP1PP/RN1QKBNR w KQkq - 1 5,rnb1kbnr/1p1p1ppp/8/p1p1p1q1/P7/BP3P2/2PPP1PP/RN1QKBNR,white,KQkq,-,1,5,8,32,16,16,dense
board_000172,rnbqkb1r/1ppppp1p/5np1/p7/4PN1P/2P5/PPQP1PP1/RNB1KB1R b KQkq - 1 6,rnbqkb1r/1ppppp1p/5np1/p7/4PN1P/2P5/PPQP1PP1/RNB1KB1R,black,KQkq,-,1,6,11,32,16,16,dense
board_000173,r2qkb1r/3npp1p/1ppp4/p5pB/2PPP1nQ/7b/PPN2PPP/1RB1K1NR w Kkq - 0 12,r2qkb1r/3npp1p/1ppp4/p5pB/2PPP1nQ/7b/PPN2PPP/1RB1K1NR,white,Kkq,-,0,12,22,32,16,16,dense
board_000174,rnbqkb1r/ppppp1p1/7n/7p/5p2/P1PP1N2/1P1BPPPP/RN1QKB1R b KQkq - 1 5,rnbqkb1r/ppppp1p1/7n/7p/5p2/P1PP1N2/1P1BPPPP/RN1QKB1R,black,KQkq,-,1,5,9,32,16,16,dense
board_000175,rnbq1k1r/pppp2pp/3b2n1/8/P3p1p1/RPP5/1B1PPP1P/1N1QKBNR b K - 2 9,rnbq1k1r/pppp2pp/3b2n1/8/P3p1p1/RPP5/1B1PPP1P/1N1QKBNR,black,K,-,2,9,17,31,15,16,dense
board_000176,rnb2br1/pp1pp1pp/q1N1k2n/2p2p2/3PP1PP/1PP5/P4P2/RNBQKB1R b KQ - 0 9,rnb2br1/pp1pp1pp/q1N1k2n/2p2p2/3PP1PP/1PP5/P4P2/RNBQKB1R,black,KQ,-,0,9,17,32,16,16,dense
board_000177,rnbqkbnr/p1pp2pp/4pp2/1p6/6P1/1PNP4/P1P1PP1P/R1BQKBNR b KQkq - 0 4,rnbqkbnr/p1pp2pp/4pp2/1p6/6P1/1PNP4/P1P1PP1P/R1BQKBNR,black,KQkq,-,0,4,7,32,16,16,dense
board_000178,r1b1kbn1/1ppqpp2/p1np1B1r/5Qpp/3P2P1/8/PPP1PP1P/RN2KBNR w KQq - 2 8,r1b1kbn1/1ppqpp2/p1np1B1r/5Qpp/3P2P1/8/PPP1PP1P/RN2KBNR,white,KQq,-,2,8,14,32,16,16,dense
board_000179,1r1q1bnr/1pp1pk1p/p3bp2/1B1p2p1/1n4P1/1PPPPP2/P4N1P/RNBQK1R1 w Q - 0 11,1r1q1bnr/1pp1pk1p/p3bp2/1B1p2p1/1n4P1/1PPPPP2/P4N1P/RNBQK1R1,white,Q,-,0,11,20,32,16,16,dense
board_000180,rnb1kbnr/1pppqppp/4p3/p7/2B1P3/P7/1PPP1PPP/RNBQK1NR w KQkq - 0 4,rnb1kbnr/1pppqppp/4p3/p7/2B1P3/P7/1PPP1PPP/RNBQK1NR,white,KQkq,-,0,4,6,32,16,16,dense
board_000181,rnbqk3/p1pppp1r/6pn/1p5p/PPPPP2N/R4P2/1b4PP/1NBQKB1R b Kq - 0 10,rnbqk3/p1pppp1r/6pn/1p5p/PPPPP2N/R4P2/1b4PP/1NBQKB1R,black,Kq,-,0,10,19,32,16,16,dense
board_000182,rq3bnr/pppkpppp/8/2np1b2/1PP1P3/5PP1/P2P2QP/RNB1KBNR b KQ - 2 7,rq3bnr/pppkpppp/8/2np1b2/1PP1P3/5PP1/P2P2QP/RNB1KBNR,black,KQ,-,2,7,13,32,16,16,dense
board_000183,r2k1bnr/pb2qpp1/n1pppQNp/8/1p6/P1PPB3/1P2PPPP/RN2KB1R w KQ - 0 11,r2k1bnr/pb2qpp1/n1pppQNp/8/1p6/P1PPB3/1P2PPPP/RN2KB1R,white,KQ,-,0,11,20,32,16,16,dense
board_000184,r1bq1bnr/pppkppp1/8/1P1p3p/1n1P2P1/2K5/P1P1PPBP/RNBQ2NR w - - 2 8,r1bq1bnr/pppkppp1/8/1P1p3p/1n1P2P1/2K5/P1P1PPBP/RNBQ2NR,white,-,-,2,8,14,32,16,16,dense
board_000185,rnbk1bnr/1ppp2p1/p2Q4/4pp1p/5P1q/1P1PP3/P1P3PP/RNB1KBNR w KQ - 5 10,rnbk1bnr/1ppp2p1/p2Q4/4pp1p/5P1q/1P1PP3/P1P3PP/RNB1KBNR,white,KQ,-,5,10,18,32,16,16,dense
board_000186,r1b1k1nr/ppppnpp1/4p2p/2b2q2/3P1B2/NPP3PB/P3PP1P/RQ2K1NR w KQkq - 0 10,r1b1k1nr/ppppnpp1/4p2p/2b2q2/3P1B2/NPP3PB/P3PP1P/RQ2K1NR,white,KQkq,-,0,10,18,32,16,16,dense
board_000187,rn2kb1r/N2p1npp/bpp1p3/4qp2/pP6/5BPP/PBPPPP2/2RQK1NR w Kkq - 4 12,rn2kb1r/N2p1npp/bpp1p3/4qp2/pP6/5BPP/PBPPPP2/2RQK1NR,white,Kkq,-,4,12,22,32,16,16,dense
